ID,Sales
T1188878,42275
T1188879,42275
T1188880,42275
T1188881,42275
T1188882,42275
T1188883,42275
T1188884,42275
T1188885,42275
T1188886,42275
T1188887,42275
T1188888,42275
T1188889,42275
T1188890,42275
T1188891,42275
T1188892,42275
T1188893,42275
T1188894,42275
T1188895,42275
T1188896,42275
T1188897,42275
T1188898,42275
T1188899,42275
T1188900,42275
T1188901,42275
T1188902,42275
T1188903,42275
T1188904,42275
T1188905,42275
T1188906,42275
T1188907,42275
T1188908,42275
T1188909,42275
T1188910,42275
T1188911,42275
T1188912,42275
T1188913,42275
T1188914,42275
T1188915,42275
T1188916,42275
T1188917,42275
T1188918,42275
T1188919,42275
T1188920,42275
T1188921,42275
T1188922,42275
T1188923,42275
T1188924,42275
T1188925,42275
T1188926,42275
T1188927,42275
T1188928,42275
T1188929,42275
T1188930,42275
T1188931,42275
T1188932,42275
T1188933,42275
T1188934,42275
T1188935,42275
T1188936,42275
T1188937,42275
T1188938,42275
T1188939,42275
T1188940,42275
T1188941,42275
T1188942,42275
T1188943,42275
T1188944,42275
T1188945,42275
T1188946,42275
T1188947,42275
T1188948,42275
T1188949,42275
T1188950,42275
T1188951,42275
T1188952,42275
T1188953,42275
T1188954,42275
T1188955,42275
T1188956,42275
T1188957,42275
T1188958,42275
T1188959,42275
T1188960,42275
T1188961,42275
T1188962,42275
T1188963,42275
T1188964,42275
T1188965,42275
T1188966,42275
T1188967,42275
T1188968,42275
T1188969,42275
T1188970,42275
T1188971,42275
T1188972,42275
T1188973,42275
T1188974,42275
T1188975,42275
T1188976,42275
T1188977,42275
T1188978,42275
T1188979,42275
T1188980,42275
T1188981,42275
T1188982,42275
T1188983,42275
T1188984,42275
T1188985,42275
T1188986,42275
T1188987,42275
T1188988,42275
T1188989,42275
T1188990,42275
T1188991,42275
T1188992,42275
T1188993,42275
T1188994,42275
T1188995,42275
T1188996,42275
T1188997,42275
T1188998,42275
T1188999,42275
T1189000,42275
T1189001,42275
T1189002,42275
T1189003,42275
T1189004,42275
T1189005,42275
T1189006,42275
T1189007,42275
T1189008,42275
T1189009,42275
T1189010,42275
T1189011,42275
T1189012,42275
T1189013,42275
T1189014,42275
T1189015,42275
T1189016,42275
T1189017,42275
T1189018,42275
T1189019,42275
T1189020,42275
T1189021,42275
T1189022,42275
T1189023,42275
T1189024,42275
T1189025,42275
T1189026,42275
T1189027,42275
T1189028,42275
T1189029,42275
T1189030,42275
T1189031,42275
T1189032,42275
T1189033,42275
T1189034,42275
T1189035,42275
T1189036,42275
T1189037,42275
T1189038,42275
T1189039,42275
T1189040,42275
T1189041,42275
T1189042,42275
T1189043,42275
T1189044,42275
T1189045,42275
T1189046,42275
T1189047,42275
T1189048,42275
T1189049,42275
T1189050,42275
T1189051,42275
T1189052,42275
T1189053,42275
T1189054,42275
T1189055,42275
T1189056,42275
T1189057,42275
T1189058,42275
T1189059,42275
T1189060,42275
T1189061,42275
T1189062,42275
T1189063,42275
T1189064,42275
T1189065,42275
T1189066,42275
T1189067,42275
T1189068,42275
T1189069,42275
T1189070,42275
T1189071,42275
T1189072,42275
T1189073,42275
T1189074,42275
T1189075,42275
T1189076,42275
T1189077,42275
T1189078,42275
T1189079,42275
T1189080,42275
T1189081,42275
T1189082,42275
T1189083,42275
T1189084,42275
T1189085,42275
T1189086,42275
T1189087,42275
T1189088,42275
T1189089,42275
T1189090,42275
T1189091,42275
T1189092,42275
T1189093,42275
T1189094,42275
T1189095,42275
T1189096,42275
T1189097,42275
T1189098,42275
T1189099,42275
T1189100,42275
T1189101,42275
T1189102,42275
T1189103,42275
T1189104,42275
T1189105,42275
T1189106,42275
T1189107,42275
T1189108,42275
T1189109,42275
T1189110,42275
T1189111,42275
T1189112,42275
T1189113,42275
T1189114,42275
T1189115,42275
T1189116,42275
T1189117,42275
T1189118,42275
T1189119,42275
T1189120,42275
T1189121,42275
T1189122,42275
T1189123,42275
T1189124,42275
T1189125,42275
T1189126,42275
T1189127,42275
T1189128,42275
T1189129,42275
T1189130,42275
T1189131,42275
T1189132,42275
T1189133,42275
T1189134,42275
T1189135,42275
T1189136,42275
T1189137,42275
T1189138,42275
T1189139,42275
T1189140,42275
T1189141,42275
T1189142,42275
T1189143,42275
T1189144,42275
T1189145,42275
T1189146,42275
T1189147,42275
T1189148,42275
T1189149,42275
T1189150,42275
T1189151,42275
T1189152,42275
T1189153,42275
T1189154,42275
T1189155,42275
T1189156,42275
T1189157,42275
T1189158,42275
T1189159,42275
T1189160,42275
T1189161,42275
T1189162,42275
T1189163,42275
T1189164,42275
T1189165,42275
T1189166,42275
T1189167,42275
T1189168,42275
T1189169,42275
T1189170,42275
T1189171,42275
T1189172,42275
T1189173,42275
T1189174,42275
T1189175,42275
T1189176,42275
T1189177,42275
T1189178,42275
T1189179,42275
T1189180,42275
T1189181,42275
T1189182,42275
T1189183,42275
T1189184,42275
T1189185,42275
T1189186,42275
T1189187,42275
T1189188,42275
T1189189,42275
T1189190,42275
T1189191,42275
T1189192,42275
T1189193,42275
T1189194,42275
T1189195,42275
T1189196,42275
T1189197,42275
T1189198,42275
T1189199,42275
T1189200,42275
T1189201,42275
T1189202,42275
T1189203,42275
T1189204,42275
T1189205,42275
T1189206,42275
T1189207,42275
T1189208,42275
T1189209,42275
T1189210,42275
T1189211,42275
T1189212,42275
T1189213,42275
T1189214,42275
T1189215,42275
T1189216,42275
T1189217,42275
T1189218,42275
T1189219,42275
T1189220,42275
T1189221,42275
T1189222,42275
T1189223,42275
T1189224,42275
T1189225,42275
T1189226,42275
T1189227,42275
T1189228,42275
T1189229,42275
T1189230,42275
T1189231,42275
T1189232,42275
T1189233,42275
T1189234,42275
T1189235,42275
T1189236,42275
T1189237,42275
T1189238,42275
T1189239,42275
T1189240,42275
T1189241,42275
T1189242,42275
T1189243,42275
T1189244,42275
T1189245,42275
T1189246,42275
T1189247,42275
T1189248,42275
T1189249,42275
T1189250,42275
T1189251,42275
T1189252,42275
T1189253,42275
T1189254,42275
T1189255,42275
T1189256,42275
T1189257,42275
T1189258,42275
T1189259,42275
T1189260,42275
T1189261,42275
T1189262,42275
T1189263,42275
T1189264,42275
T1189265,42275
T1189266,42275
T1189267,42275
T1189268,42275
T1189269,42275
T1189270,42275
T1189271,42275
T1189272,42275
T1189273,42275
T1189274,42275
T1189275,42275
T1189276,42275
T1189277,42275
T1189278,42275
T1189279,42275
T1189280,42275
T1189281,42275
T1189282,42275
T1189283,42275
T1189284,42275
T1189285,42275
T1189286,42275
T1189287,42275
T1189288,42275
T1189289,42275
T1189290,42275
T1189291,42275
T1189292,42275
T1189293,42275
T1189294,42275
T1189295,42275
T1189296,42275
T1189297,42275
T1189298,42275
T1189299,42275
T1189300,42275
T1189301,42275
T1189302,42275
T1189303,42275
T1189304,42275
T1189305,42275
T1189306,42275
T1189307,42275
T1189308,42275
T1189309,42275
T1189310,42275
T1189311,42275
T1189312,42275
T1189313,42275
T1189314,42275
T1189315,42275
T1189316,42275
T1189317,42275
T1189318,42275
T1189319,42275
T1189320,42275
T1189321,42275
T1189322,42275
T1189323,42275
T1189324,42275
T1189325,42275
T1189326,42275
T1189327,42275
T1189328,42275
T1189329,42275
T1189330,42275
T1189331,42275
T1189332,42275
T1189333,42275
T1189334,42275
T1189335,42275
T1189336,42275
T1189337,42275
T1189338,42275
T1189339,42275
T1189340,42275
T1189341,42275
T1189342,42275
T1189343,42275
T1189344,42275
T1189345,42275
T1189346,42275
T1189347,42275
T1189348,42275
T1189349,42275
T1189350,42275
T1189351,42275
T1189352,42275
T1189353,42275
T1189354,42275
T1189355,42275
T1189356,42275
T1189357,42275
T1189358,42275
T1189359,42275
T1189360,42275
T1189361,42275
T1189362,42275
T1189363,42275
T1189364,42275
T1189365,42275
T1189366,42275
T1189367,42275
T1189368,42275
T1189369,42275
T1189370,42275
T1189371,42275
T1189372,42275
T1189373,42275
T1189374,42275
T1189375,42275
T1189376,42275
T1189377,42275
T1189378,42275
T1189379,42275
T1189380,42275
T1189381,42275
T1189382,42275
T1189383,42275
T1189384,42275
T1189385,42275
T1189386,42275
T1189387,42275
T1189388,42275
T1189389,42275
T1189390,42275
T1189391,42275
T1189392,42275
T1189393,42275
T1189394,42275
T1189395,42275
T1189396,42275
T1189397,42275
T1189398,42275
T1189399,42275
T1189400,42275
T1189401,42275
T1189402,42275
T1189403,42275
T1189404,42275
T1189405,42275
T1189406,42275
T1189407,42275
T1189408,42275
T1189409,42275
T1189410,42275
T1189411,42275
T1189412,42275
T1189413,42275
T1189414,42275
T1189415,42275
T1189416,42275
T1189417,42275
T1189418,42275
T1189419,42275
T1189420,42275
T1189421,42275
T1189422,42275
T1189423,42275
T1189424,42275
T1189425,42275
T1189426,42275
T1189427,42275
T1189428,42275
T1189429,42275
T1189430,42275
T1189431,42275
T1189432,42275
T1189433,42275
T1189434,42275
T1189435,42275
T1189436,42275
T1189437,42275
T1189438,42275
T1189439,42275
T1189440,42275
T1189441,42275
T1189442,42275
T1189443,42275
T1189444,42275
T1189445,42275
T1189446,42275
T1189447,42275
T1189448,42275
T1189449,42275
T1189450,42275
T1189451,42275
T1189452,42275
T1189453,42275
T1189454,42275
T1189455,42275
T1189456,42275
T1189457,42275
T1189458,42275
T1189459,42275
T1189460,42275
T1189461,42275
T1189462,42275
T1189463,42275
T1189464,42275
T1189465,42275
T1189466,42275
T1189467,42275
T1189468,42275
T1189469,42275
T1189470,42275
T1189471,42275
T1189472,42275
T1189473,42275
T1189474,42275
T1189475,42275
T1189476,42275
T1189477,42275
T1189478,42275
T1189479,42275
T1189480,42275
T1189481,42275
T1189482,42275
T1189483,42275
T1189484,42275
T1189485,42275
T1189486,42275
T1189487,42275
T1189488,42275
T1189489,42275
T1189490,42275
T1189491,42275
T1189492,42275
T1189493,42275
T1189494,42275
T1189495,42275
T1189496,42275
T1189497,42275
T1189498,42275
T1189499,42275
T1189500,42275
T1189501,42275
T1189502,42275
T1189503,42275
T1189504,42275
T1189505,42275
T1189506,42275
T1189507,42275
T1189508,42275
T1189509,42275
T1189510,42275
T1189511,42275
T1189512,42275
T1189513,42275
T1189514,42275
T1189515,42275
T1189516,42275
T1189517,42275
T1189518,42275
T1189519,42275
T1189520,42275
T1189521,42275
T1189522,42275
T1189523,42275
T1189524,42275
T1189525,42275
T1189526,42275
T1189527,42275
T1189528,42275
T1189529,42275
T1189530,42275
T1189531,42275
T1189532,42275
T1189533,42275
T1189534,42275
T1189535,42275
T1189536,42275
T1189537,42275
T1189538,42275
T1189539,42275
T1189540,42275
T1189541,42275
T1189542,42275
T1189543,42275
T1189544,42275
T1189545,42275
T1189546,42275
T1189547,42275
T1189548,42275
T1189549,42275
T1189550,42275
T1189551,42275
T1189552,42275
T1189553,42275
T1189554,42275
T1189555,42275
T1189556,42275
T1189557,42275
T1189558,42275
T1189559,42275
T1189560,42275
T1189561,42275
T1189562,42275
T1189563,42275
T1189564,42275
T1189565,42275
T1189566,42275
T1189567,42275
T1189568,42275
T1189569,42275
T1189570,42275
T1189571,42275
T1189572,42275
T1189573,42275
T1189574,42275
T1189575,42275
T1189576,42275
T1189577,42275
T1189578,42275
T1189579,42275
T1189580,42275
T1189581,42275
T1189582,42275
T1189583,42275
T1189584,42275
T1189585,42275
T1189586,42275
T1189587,42275
T1189588,42275
T1189589,42275
T1189590,42275
T1189591,42275
T1189592,42275
T1189593,42275
T1189594,42275
T1189595,42275
T1189596,42275
T1189597,42275
T1189598,42275
T1189599,42275
T1189600,42275
T1189601,42275
T1189602,42275
T1189603,42275
T1189604,42275
T1189605,42275
T1189606,42275
T1189607,42275
T1189608,42275
T1189609,42275
T1189610,42275
T1189611,42275
T1189612,42275
T1189613,42275
T1189614,42275
T1189615,42275
T1189616,42275
T1189617,42275
T1189618,42275
T1189619,42275
T1189620,42275
T1189621,42275
T1189622,42275
T1189623,42275
T1189624,42275
T1189625,42275
T1189626,42275
T1189627,42275
T1189628,42275
T1189629,42275
T1189630,42275
T1189631,42275
T1189632,42275
T1189633,42275
T1189634,42275
T1189635,42275
T1189636,42275
T1189637,42275
T1189638,42275
T1189639,42275
T1189640,42275
T1189641,42275
T1189642,42275
T1189643,42275
T1189644,42275
T1189645,42275
T1189646,42275
T1189647,42275
T1189648,42275
T1189649,42275
T1189650,42275
T1189651,42275
T1189652,42275
T1189653,42275
T1189654,42275
T1189655,42275
T1189656,42275
T1189657,42275
T1189658,42275
T1189659,42275
T1189660,42275
T1189661,42275
T1189662,42275
T1189663,42275
T1189664,42275
T1189665,42275
T1189666,42275
T1189667,42275
T1189668,42275
T1189669,42275
T1189670,42275
T1189671,42275
T1189672,42275
T1189673,42275
T1189674,42275
T1189675,42275
T1189676,42275
T1189677,42275
T1189678,42275
T1189679,42275
T1189680,42275
T1189681,42275
T1189682,42275
T1189683,42275
T1189684,42275
T1189685,42275
T1189686,42275
T1189687,42275
T1189688,42275
T1189689,42275
T1189690,42275
T1189691,42275
T1189692,42275
T1189693,42275
T1189694,42275
T1189695,42275
T1189696,42275
T1189697,42275
T1189698,42275
T1189699,42275
T1189700,42275
T1189701,42275
T1189702,42275
T1189703,42275
T1189704,42275
T1189705,42275
T1189706,42275
T1189707,42275
T1189708,42275
T1189709,42275
T1189710,42275
T1189711,42275
T1189712,42275
T1189713,42275
T1189714,42275
T1189715,42275
T1189716,42275
T1189717,42275
T1189718,42275
T1189719,42275
T1189720,42275
T1189721,42275
T1189722,42275
T1189723,42275
T1189724,42275
T1189725,42275
T1189726,42275
T1189727,42275
T1189728,42275
T1189729,42275
T1189730,42275
T1189731,42275
T1189732,42275
T1189733,42275
T1189734,42275
T1189735,42275
T1189736,42275
T1189737,42275
T1189738,42275
T1189739,42275
T1189740,42275
T1189741,42275
T1189742,42275
T1189743,42275
T1189744,42275
T1189745,42275
T1189746,42275
T1189747,42275
T1189748,42275
T1189749,42275
T1189750,42275
T1189751,42275
T1189752,42275
T1189753,42275
T1189754,42275
T1189755,42275
T1189756,42275
T1189757,42275
T1189758,42275
T1189759,42275
T1189760,42275
T1189761,42275
T1189762,42275
T1189763,42275
T1189764,42275
T1189765,42275
T1189766,42275
T1189767,42275
T1189768,42275
T1189769,42275
T1189770,42275
T1189771,42275
T1189772,42275
T1189773,42275
T1189774,42275
T1189775,42275
T1189776,42275
T1189777,42275
T1189778,42275
T1189779,42275
T1189780,42275
T1189781,42275
T1189782,42275
T1189783,42275
T1189784,42275
T1189785,42275
T1189786,42275
T1189787,42275
T1189788,42275
T1189789,42275
T1189790,42275
T1189791,42275
T1189792,42275
T1189793,42275
T1189794,42275
T1189795,42275
T1189796,42275
T1189797,42275
T1189798,42275
T1189799,42275
T1189800,42275
T1189801,42275
T1189802,42275
T1189803,42275
T1189804,42275
T1189805,42275
T1189806,42275
T1189807,42275
T1189808,42275
T1189809,42275
T1189810,42275
T1189811,42275
T1189812,42275
T1189813,42275
T1189814,42275
T1189815,42275
T1189816,42275
T1189817,42275
T1189818,42275
T1189819,42275
T1189820,42275
T1189821,42275
T1189822,42275
T1189823,42275
T1189824,42275
T1189825,42275
T1189826,42275
T1189827,42275
T1189828,42275
T1189829,42275
T1189830,42275
T1189831,42275
T1189832,42275
T1189833,42275
T1189834,42275
T1189835,42275
T1189836,42275
T1189837,42275
T1189838,42275
T1189839,42275
T1189840,42275
T1189841,42275
T1189842,42275
T1189843,42275
T1189844,42275
T1189845,42275
T1189846,42275
T1189847,42275
T1189848,42275
T1189849,42275
T1189850,42275
T1189851,42275
T1189852,42275
T1189853,42275
T1189854,42275
T1189855,42275
T1189856,42275
T1189857,42275
T1189858,42275
T1189859,42275
T1189860,42275
T1189861,42275
T1189862,42275
T1189863,42275
T1189864,42275
T1189865,42275
T1189866,42275
T1189867,42275
T1189868,42275
T1189869,42275
T1189870,42275
T1189871,42275
T1189872,42275
T1189873,42275
T1189874,42275
T1189875,42275
T1189876,42275
T1189877,42275
T1189878,42275
T1189879,42275
T1189880,42275
T1189881,42275
T1189882,42275
T1189883,42275
T1189884,42275
T1189885,42275
T1189886,42275
T1189887,42275
T1189888,42275
T1189889,42275
T1189890,42275
T1189891,42275
T1189892,42275
T1189893,42275
T1189894,42275
T1189895,42275
T1189896,42275
T1189897,42275
T1189898,42275
T1189899,42275
T1189900,42275
T1189901,42275
T1189902,42275
T1189903,42275
T1189904,42275
T1189905,42275
T1189906,42275
T1189907,42275
T1189908,42275
T1189909,42275
T1189910,42275
T1189911,42275
T1189912,42275
T1189913,42275
T1189914,42275
T1189915,42275
T1189916,42275
T1189917,42275
T1189918,42275
T1189919,42275
T1189920,42275
T1189921,42275
T1189922,42275
T1189923,42275
T1189924,42275
T1189925,42275
T1189926,42275
T1189927,42275
T1189928,42275
T1189929,42275
T1189930,42275
T1189931,42275
T1189932,42275
T1189933,42275
T1189934,42275
T1189935,42275
T1189936,42275
T1189937,42275
T1189938,42275
T1189939,42275
T1189940,42275
T1189941,42275
T1189942,42275
T1189943,42275
T1189944,42275
T1189945,42275
T1189946,42275
T1189947,42275
T1189948,42275
T1189949,42275
T1189950,42275
T1189951,42275
T1189952,42275
T1189953,42275
T1189954,42275
T1189955,42275
T1189956,42275
T1189957,42275
T1189958,42275
T1189959,42275
T1189960,42275
T1189961,42275
T1189962,42275
T1189963,42275
T1189964,42275
T1189965,42275
T1189966,42275
T1189967,42275
T1189968,42275
T1189969,42275
T1189970,42275
T1189971,42275
T1189972,42275
T1189973,42275
T1189974,42275
T1189975,42275
T1189976,42275
T1189977,42275
T1189978,42275
T1189979,42275
T1189980,42275
T1189981,42275
T1189982,42275
T1189983,42275
T1189984,42275
T1189985,42275
T1189986,42275
T1189987,42275
T1189988,42275
T1189989,42275
T1189990,42275
T1189991,42275
T1189992,42275
T1189993,42275
T1189994,42275
T1189995,42275
T1189996,42275
T1189997,42275
T1189998,42275
T1189999,42275
T1190000,42275
T1190001,42275
T1190002,42275
T1190003,42275
T1190004,42275
T1190005,42275
T1190006,42275
T1190007,42275
T1190008,42275
T1190009,42275
T1190010,42275
T1190011,42275
T1190012,42275
T1190013,42275
T1190014,42275
T1190015,42275
T1190016,42275
T1190017,42275
T1190018,42275
T1190019,42275
T1190020,42275
T1190021,42275
T1190022,42275
T1190023,42275
T1190024,42275
T1190025,42275
T1190026,42275
T1190027,42275
T1190028,42275
T1190029,42275
T1190030,42275
T1190031,42275
T1190032,42275
T1190033,42275
T1190034,42275
T1190035,42275
T1190036,42275
T1190037,42275
T1190038,42275
T1190039,42275
T1190040,42275
T1190041,42275
T1190042,42275
T1190043,42275
T1190044,42275
T1190045,42275
T1190046,42275
T1190047,42275
T1190048,42275
T1190049,42275
T1190050,42275
T1190051,42275
T1190052,42275
T1190053,42275
T1190054,42275
T1190055,42275
T1190056,42275
T1190057,42275
T1190058,42275
T1190059,42275
T1190060,42275
T1190061,42275
T1190062,42275
T1190063,42275
T1190064,42275
T1190065,42275
T1190066,42275
T1190067,42275
T1190068,42275
T1190069,42275
T1190070,42275
T1190071,42275
T1190072,42275
T1190073,42275
T1190074,42275
T1190075,42275
T1190076,42275
T1190077,42275
T1190078,42275
T1190079,42275
T1190080,42275
T1190081,42275
T1190082,42275
T1190083,42275
T1190084,42275
T1190085,42275
T1190086,42275
T1190087,42275
T1190088,42275
